ID player,amplua,time,G,As,TB,Shot,BT,pm,dev_As,dev_BT,dev_G,dev_Shot,dev_TB,dev_pm,dev_time
121.00,10.00,19.55,0.33,0.22,1.84,2.76,1.37,-0.39,-0.08,3.30,1.89,-0.76,-3.98,-145.33,10.15
123.00,9.00,14.92,0.00,0.00,1.50,1.33,2.50,-0.50,-80.00,54.89,-60.00,-13.88,-7.16,-128.45,-3.02
124.00,9.00,17.59,0.29,0.26,2.27,2.97,1.12,-0.35,78.24,-22.33,94.31,22.03,7.13,-67.42,3.60
125.00,10.00,14.60,0.09,0.14,1.58,1.74,1.36,0.00,-30.96,2.95,-68.57,-30.42,-9.06,55.00,-1.28
126.00,9.00,11.87,0.10,0.28,1.53,1.79,1.12,0.75,90.41,-22.33,-6.79,-3.81,-6.60,380.18,-10.58
130.00,9.00,11.17,0.00,0.17,1.33,1.00,1.75,0.83,23.46,12.92,-60.00,-21.10,-10.31,412.74,-12.32
137.00,10.00,13.39,0.36,0.09,2.50,3.12,,0.00,-50.26,,10.70,9.70,8.95,55.00,-4.08
139.00,10.00,15.10,0.64,0.20,2.86,4.57,1.00,0.75,-7.79,-9.47,92.91,51.86,16.00,440.24,-0.13
142.00,10.00,13.22,0.33,0.22,1.40,2.12,1.00,-0.36,-0.08,-9.47,1.89,-19.37,-12.59,-129.92,-4.47
147.00,10.00,16.72,0.40,0.60,3.00,4.00,1.00,1.00,146.61,-9.47,22.44,35.28,18.74,568.65,3.61
148.00,10.00,15.55,0.51,0.44,1.95,3.58,1.00,0.63,84.85,-9.47,54.74,23.08,-1.82,378.60,0.91
149.00,10.00,13.81,0.14,0.00,2.00,1.75,1.00,-2.00,-85.00,-9.47,-53.89,-30.12,-0.84,-972.31,-3.11
150.00,10.00,13.16,0.13,0.20,1.58,1.97,1.33,-0.52,-7.79,1.92,-56.83,-23.73,-9.06,-212.10,-4.61
151.00,10.00,15.12,0.12,0.38,2.07,2.50,,-0.50,61.68,,-59.76,-8.32,0.53,-201.83,-0.08
155.00,10.00,14.53,0.21,0.14,2.37,2.03,1.33,-0.12,-30.96,1.92,-33.34,-21.98,6.40,-6.64,-1.45
156.00,10.00,14.26,0.00,0.13,1.57,1.86,1.00,-0.30,-34.82,-9.47,-95.00,-26.92,-9.26,-99.09,-2.07
157.00,10.00,11.34,0.14,0.14,1.25,1.33,1.00,-0.14,-30.96,-9.47,-53.89,-42.34,-15.53,-16.91,-8.81
158.00,9.00,21.10,0.24,0.14,3.19,2.64,1.50,-0.71,5.21,-1.06,67.70,14.81,24.21,-213.91,12.29
159.00,9.00,17.71,0.00,0.27,1.33,1.50,1.00,0.00,84.32,-29.04,-60.00,-10.15,-10.31,75.00,3.89
160.00,10.00,19.32,0.00,0.00,1.00,1.00,,-0.50,-85.00,,-95.00,-51.93,-20.42,-201.83,9.61
161.00,10.00,17.00,0.22,0.26,2.00,2.48,1.33,0.57,15.36,1.92,-30.41,-8.90,-0.84,347.78,4.26
162.00,9.00,18.74,0.06,0.25,2.00,1.53,1.39,-0.75,72.15,-7.22,-28.07,-9.50,2.12,-230.18,6.44
164.00,10.00,13.24,0.11,0.11,1.43,2.50,1.00,-0.33,-42.54,-9.47,-62.70,-8.32,-12.00,-114.50,-4.42
167.00,9.00,18.71,0.00,0.00,1.00,1.00,1.67,-2.17,-80.00,8.45,-60.00,-21.10,-16.44,-808.00,6.37
168.00,10.00,16.56,0.43,0.29,1.86,2.66,1.27,0.00,26.95,-0.15,31.25,-3.67,-3.58,55.00,3.24
169.00,9.00,17.50,0.08,0.18,2.10,1.79,1.33,0.14,29.55,-10.57,-17.43,-3.81,3.98,131.97,3.37
170.00,9.00,16.39,0.08,0.08,2.17,2.17,1.55,-0.20,-31.31,1.73,-17.43,4.51,5.27,-6.38,0.62
172.00,10.00,18.30,0.18,0.33,1.93,2.47,1.33,-0.15,42.38,1.92,-42.15,-9.19,-2.21,-22.05,7.26
174.00,10.00,16.84,0.32,0.28,1.80,3.18,1.14,-0.39,23.09,-4.64,-1.04,11.45,-4.76,-145.33,3.89
175.00,10.00,12.46,0.12,0.08,1.63,2.53,1.00,0.22,-54.12,-9.47,-59.76,-7.45,-8.09,168.00,-6.23
176.00,10.00,16.60,0.06,0.25,1.20,2.00,1.25,-0.17,11.50,-0.84,-77.39,-22.86,-16.50,-32.32,3.34
180.00,10.00,14.98,0.19,0.33,2.59,1.82,1.20,0.25,42.38,-2.57,-39.22,-28.09,10.71,183.41,-0.41
181.00,9.00,14.86,0.03,0.13,1.21,1.22,1.90,0.50,-0.88,21.32,-44.04,-16.28,-12.54,278.45,-3.17
182.00,10.00,15.97,0.40,0.20,2.75,4.00,1.00,0.25,-7.79,-9.47,22.44,35.28,13.84,183.41,1.88
184.00,10.00,13.96,0.26,0.31,1.33,2.37,1.00,0.00,34.66,-9.47,-18.66,-12.10,-13.96,55.00,-2.76
185.00,10.00,19.22,0.14,0.00,2.67,2.38,1.00,0.42,-85.00,-9.47,-53.89,-11.81,12.28,270.73,9.38
186.00,10.00,10.48,0.12,0.15,1.33,1.82,1.12,-0.03,-27.10,-5.33,-59.76,-28.09,-13.96,39.59,-10.80
187.00,10.00,12.45,0.12,0.19,1.64,1.81,1.44,-0.04,-11.65,5.72,-59.76,-28.38,-7.89,34.45,-6.25
190.00,10.00,16.77,0.45,0.39,1.69,2.48,1.24,-0.23,65.54,-1.19,37.13,-8.90,-6.91,-63.14,3.73
191.00,9.00,15.10,0.05,0.05,2.14,1.55,2.10,-0.12,-49.57,32.51,-33.40,-9.06,4.72,26.17,-2.58
193.00,10.00,19.65,1.13,0.33,2.77,5.87,1.50,0.80,42.38,7.79,236.78,89.64,14.23,465.92,10.38
194.00,10.00,20.17,0.57,0.54,2.39,3.67,1.47,0.44,123.45,6.75,72.35,25.69,6.79,281.01,11.58
198.00,10.00,10.80,0.00,0.00,1.00,,,-1.00,-85.00,,-95.00,,-20.42,-458.65,-10.06
202.00,9.00,19.38,0.19,0.27,1.67,2.03,1.44,-0.11,84.32,-4.42,41.10,1.45,-4.00,30.24,8.03
203.00,10.00,16.91,0.27,0.25,1.75,2.26,1.15,-0.23,11.50,-4.29,-15.72,-15.30,-5.74,-63.14,4.05
204.00,10.00,14.89,0.21,0.00,2.15,1.88,1.00,-0.67,-85.00,-9.47,-33.34,-26.35,2.10,-289.15,-0.62
206.00,10.00,16.88,0.00,0.00,,1.00,,-3.00,-85.00,,-95.00,-51.93,,-1485.96,3.98
207.00,9.00,19.82,0.05,0.14,1.50,1.72,1.20,-0.30,5.21,-17.85,-33.40,-5.34,-7.16,-47.07,9.12
208.00,10.00,18.38,0.83,0.36,3.13,5.31,1.45,0.16,53.97,6.06,148.69,73.37,21.28,137.19,7.44
209.00,10.00,14.57,0.25,0.22,1.61,3.19,1.50,-0.13,-0.08,7.79,-21.60,11.74,-8.48,-11.78,-1.35
210.00,9.00,25.11,0.00,0.40,1.60,1.00,1.00,-1.20,163.44,-29.04,-60.00,-21.10,-5.31,-413.29,22.23
213.00,9.00,17.75,0.00,0.55,2.00,1.20,1.25,1.22,254.73,-15.05,-60.00,-16.72,2.12,571.43,3.99
214.00,10.00,12.93,0.29,0.00,1.92,3.19,1.00,0.21,-85.00,-9.47,-9.85,11.74,-2.41,162.87,-5.14
215.00,9.00,15.34,0.00,0.00,1.60,1.14,1.45,-0.21,-80.00,-3.87,-60.00,-18.04,-5.31,-10.46,-1.98
216.00,9.00,16.19,0.10,0.00,1.53,1.93,1.21,-0.29,-80.00,-17.29,-6.79,-0.74,-6.60,-43.01,0.12
224.00,10.00,18.23,0.75,1.00,2.67,6.00,2.00,1.00,301.01,25.05,125.20,93.43,12.28,568.65,7.10
227.00,9.00,19.03,0.06,0.19,1.79,1.53,2.27,-0.94,35.63,42.02,-28.07,-9.50,-1.78,-307.50,7.16
228.00,10.00,10.50,0.15,0.15,1.63,2.08,1.33,-0.26,-27.10,1.92,-50.96,-20.53,-8.09,-78.55,-10.75
230.00,10.00,16.93,0.25,0.50,2.00,2.50,1.00,-1.25,108.01,-9.47,-21.60,-8.32,-0.84,-587.06,4.09
231.00,10.00,17.71,0.17,0.06,2.56,2.13,1.20,-0.60,-61.84,-2.57,-45.09,-19.08,10.12,-253.19,5.90
234.00,10.00,15.21,0.93,0.21,2.36,4.38,1.00,0.08,-3.94,-9.47,178.06,46.33,6.21,96.09,0.13
235.00,9.00,13.57,0.00,0.05,1.71,1.14,1.25,0.18,-49.57,-15.05,-60.00,-18.04,-3.26,148.25,-6.37
244.00,9.00,16.28,0.46,0.25,3.15,3.83,1.25,-0.24,72.15,-15.05,184.76,40.87,23.46,-22.66,0.35
246.00,10.00,13.58,0.00,0.00,1.00,1.50,2.00,-1.50,-85.00,25.05,-95.00,-37.39,-20.42,-715.48,-3.64
247.00,10.00,10.21,0.09,0.09,1.64,1.75,1.00,-1.00,-50.26,-9.47,-68.57,-30.12,-7.89,-458.65,-11.42
248.00,10.00,17.47,0.00,0.25,1.00,2.67,1.00,-1.67,11.50,-9.47,-95.00,-3.38,-20.42,-802.80,5.34
251.00,10.00,16.74,0.57,0.14,2.00,3.14,1.40,-0.71,-30.96,4.33,72.35,10.28,-0.84,-309.69,3.66
252.00,9.00,16.54,0.20,0.13,2.14,2.00,1.29,0.08,-0.88,-12.82,46.42,0.80,4.72,107.55,0.99
256.00,9.00,19.98,0.43,0.21,2.14,2.98,1.32,0.78,47.81,-11.13,168.80,22.25,4.72,392.39,9.52
262.00,10.00,14.14,0.66,0.16,2.48,4.13,1.00,0.58,-23.24,-9.47,98.78,39.07,8.56,352.92,-2.34
263.00,10.00,12.22,0.26,0.06,1.29,1.60,1.25,-0.29,-61.84,-0.84,-18.66,-34.49,-14.74,-93.96,-6.78
265.00,9.00,17.35,0.00,0.40,1.33,2.00,1.67,-0.67,163.44,8.45,-60.00,0.80,-10.31,-197.63,3.00
269.00,9.00,13.86,0.50,0.50,1.50,1.50,,0.00,224.30,,206.05,-10.15,-7.16,75.00,-5.65
272.00,10.00,15.48,0.67,0.33,2.00,4.12,1.75,1.29,42.38,16.42,101.72,38.77,-0.84,717.61,0.75
273.00,9.00,22.12,0.09,0.09,1.67,2.00,1.50,0.91,-25.22,-1.06,-12.11,0.80,-4.00,445.29,14.82
274.00,10.00,18.11,0.09,0.11,1.77,1.79,1.88,-0.17,-42.54,20.91,-68.57,-28.97,-5.34,-32.32,6.82
277.00,9.00,18.61,0.22,0.11,1.81,2.60,1.62,-0.22,-13.06,5.65,57.06,13.93,-1.41,-14.52,6.12
281.00,10.00,12.52,0.11,0.11,1.41,1.52,1.48,-0.06,-42.54,7.10,-62.70,-36.81,-12.39,24.18,-6.09
282.00,10.00,14.96,0.00,0.00,1.00,2.00,1.00,-1.00,-85.00,-9.47,-95.00,-22.86,-20.42,-458.65,-0.45
283.00,9.00,18.81,0.18,0.09,1.78,1.89,1.00,0.10,-25.22,-29.04,35.78,-1.61,-1.96,115.69,6.62
285.00,10.00,14.42,0.17,0.33,2.50,3.33,,0.00,42.38,,-45.09,15.80,8.95,55.00,-1.70
287.00,9.00,16.43,0.00,0.14,1.29,1.50,1.36,0.50,5.21,-8.90,-60.00,-10.15,-11.06,278.45,0.72
288.00,10.00,14.95,0.42,0.36,1.81,2.63,1.18,0.20,53.97,-3.26,28.32,-4.54,-4.56,157.73,-0.48
289.00,10.00,17.52,0.13,0.27,1.80,2.62,1.00,0.17,19.23,-9.47,-56.83,-4.84,-4.76,142.32,5.46
292.00,9.00,14.30,0.00,0.09,1.40,1.33,1.77,-1.00,-25.22,14.04,-60.00,-13.88,-9.02,-331.91,-4.56
294.00,9.00,22.63,0.05,0.14,1.67,1.87,2.21,-0.65,5.21,38.67,-33.40,-2.05,-4.00,-189.50,16.08
295.00,10.00,14.94,0.24,0.10,1.89,2.54,1.20,-0.91,-46.40,-2.57,-24.54,-7.16,-3.00,-412.42,-0.50
298.00,10.00,14.45,0.31,0.19,1.75,2.07,1.00,-0.43,-11.65,-9.47,-3.98,-20.83,-5.74,-165.87,-1.63
299.00,10.00,17.56,0.25,0.27,1.30,2.00,1.11,-0.40,19.23,-5.68,-21.60,-22.86,-14.55,-150.46,5.55
301.00,9.00,14.05,0.00,0.00,1.00,2.00,1.00,1.00,-80.00,-29.04,-60.00,0.80,-16.44,481.91,-5.18
302.00,10.00,12.68,0.17,0.17,1.48,2.24,1.00,-0.86,-19.38,-9.47,-45.09,-15.88,-11.02,-386.74,-5.72
303.00,9.00,20.07,0.17,0.17,2.67,2.75,1.00,-0.25,23.46,-29.04,30.46,17.22,14.55,-26.73,9.74
305.00,10.00,15.56,0.44,0.34,1.80,3.21,1.38,-0.46,46.25,3.64,34.19,12.32,-4.76,-181.28,0.93
314.00,10.00,15.44,0.61,0.33,2.88,4.33,1.25,0.18,42.38,-0.84,84.10,44.87,16.39,147.46,0.65
328.00,10.00,12.29,0.30,0.10,1.87,2.93,1.50,0.83,-46.40,7.79,-6.92,4.18,-3.39,481.33,-6.62
333.00,10.00,12.76,0.34,0.34,2.62,3.43,1.20,0.26,46.25,-2.57,4.83,18.71,11.30,188.55,-5.53
334.00,10.00,14.44,0.22,0.22,1.50,2.74,1.29,0.30,-0.08,0.54,-30.41,-1.34,-10.63,209.09,-1.65
343.00,9.00,16.33,0.19,0.29,1.94,2.14,1.67,-0.05,96.50,8.45,41.10,3.86,1.00,54.65,0.47
349.00,9.00,23.45,0.00,1.00,1.00,5.00,1.00,-1.00,528.60,-29.04,-60.00,66.49,-16.44,-331.91,18.12
351.00,9.00,20.27,0.00,0.33,1.50,1.00,1.00,-3.00,120.84,-29.04,-60.00,-21.10,-7.16,-1145.74,10.24
353.00,9.00,10.76,0.00,0.04,1.70,1.62,2.00,-0.06,-55.66,26.91,-60.00,-7.52,-3.45,50.59,-13.33
354.00,10.00,21.00,0.40,0.60,2.00,6.20,1.00,0.20,146.61,-9.47,22.44,99.24,-0.84,157.73,13.50
356.00,9.00,22.20,0.17,0.17,2.33,2.71,2.64,-0.07,23.46,62.72,30.46,16.34,8.24,46.52,15.02
360.00,10.00,11.19,0.22,0.14,1.35,2.24,1.00,-0.21,-30.96,-9.47,-30.41,-15.88,-13.57,-52.87,-9.16
362.00,9.00,17.05,0.57,0.20,2.24,3.27,1.24,0.76,41.72,-15.61,243.29,28.60,6.57,384.25,2.26
364.00,10.00,13.01,0.25,0.25,1.33,2.25,2.00,0.25,11.50,25.05,-21.60,-15.59,-13.96,183.41,-4.96
365.00,10.00,1.93,0.00,0.00,,,,,-85.00,,-95.00,,,,-30.54
366.00,10.00,12.43,0.31,0.29,2.03,2.19,1.33,-0.25,26.95,1.92,-3.98,-17.33,-0.26,-73.41,-6.30
369.00,10.00,12.87,0.43,0.16,1.81,2.72,1.00,-0.19,-23.24,-9.47,31.25,-1.93,-4.56,-42.59,-5.28
370.00,9.00,9.59,0.00,0.00,1.00,1.33,1.00,0.00,-80.00,-29.04,-60.00,-13.88,-16.44,75.00,-16.23
372.00,9.00,15.05,0.07,0.07,1.35,1.08,1.74,0.57,-37.40,12.37,-22.75,-19.35,-9.94,306.94,-2.70
374.00,9.00,15.80,0.40,0.10,2.00,2.57,1.00,0.83,-19.14,-29.04,152.84,13.27,2.12,412.74,-0.84
375.00,10.00,15.83,0.53,0.31,1.93,3.30,1.25,0.64,34.66,-0.84,60.61,14.94,-2.21,383.74,1.56
376.00,10.00,8.46,0.17,0.00,1.50,1.80,,-1.00,-85.00,,-45.09,-28.67,-10.63,-458.65,-15.46
377.00,10.00,13.07,0.27,0.09,2.00,3.75,1.00,-0.14,-50.26,-9.47,-15.72,28.02,-0.84,-16.91,-4.82
378.00,10.00,15.96,0.29,0.25,2.64,3.40,1.75,-0.27,11.50,16.42,-9.85,17.84,11.69,-83.69,1.85
380.00,10.00,12.30,0.62,0.25,1.67,3.32,1.00,1.05,11.50,-9.47,87.04,15.51,-7.30,594.34,-6.59
381.00,9.00,16.57,0.19,0.12,1.60,1.60,2.10,-0.42,-6.97,32.51,41.10,-7.96,-5.31,-95.90,1.07
385.00,9.00,19.62,0.50,0.50,1.50,4.00,,1.50,224.30,,206.05,44.59,-7.16,685.37,8.62
387.00,10.00,20.26,0.39,0.44,2.02,2.98,1.00,-0.39,84.85,-9.47,19.50,5.63,-0.45,-145.33,11.79
388.00,10.00,13.81,0.31,0.20,1.68,2.37,1.33,-0.66,-7.79,1.92,-3.98,-12.10,-7.11,-284.01,-3.11
393.00,10.00,15.15,0.04,0.08,1.50,1.81,1.00,-1.15,-54.12,-9.47,-83.26,-28.38,-10.63,-535.70,-0.01
397.00,9.00,17.94,0.14,0.16,1.93,2.14,1.19,0.15,17.38,-18.41,14.50,3.86,0.82,136.03,4.46
399.00,9.00,17.59,0.28,0.09,1.93,2.34,1.54,-0.14,-25.22,1.17,88.99,8.24,0.82,18.03,3.60
402.00,9.00,16.81,0.06,0.11,1.25,1.25,1.50,0.43,-13.06,-1.06,-28.07,-15.63,-11.80,249.98,1.66
405.00,10.00,10.30,0.00,0.06,1.33,2.29,2.00,-1.27,-61.84,25.05,-95.00,-14.43,-13.96,-597.34,-11.21
406.00,10.00,15.24,0.37,0.17,2.18,3.54,1.00,0.07,-19.38,-9.47,13.63,21.91,2.68,90.95,0.19
407.00,9.00,15.43,0.14,0.10,1.58,1.76,1.44,0.78,-19.14,-4.42,14.50,-4.46,-5.68,392.39,-1.76
408.00,10.00,13.20,0.11,0.11,1.57,2.40,1.00,-1.40,-42.54,-9.47,-62.70,-11.23,-9.26,-664.11,-4.52
409.00,10.00,13.92,0.38,0.38,2.17,2.75,1.00,1.25,61.68,-9.47,16.57,-1.05,2.49,697.06,-2.86
410.00,10.00,16.77,0.46,0.41,2.21,3.49,1.20,0.50,73.26,-2.57,40.06,20.46,3.27,311.83,3.73
412.00,9.00,12.61,0.05,0.19,1.33,1.50,1.60,0.00,35.63,4.53,-33.40,-10.15,-10.31,75.00,-8.75
415.00,10.00,14.59,0.21,0.28,1.43,2.23,1.35,0.17,23.09,2.61,-33.34,-16.18,-12.00,142.32,-1.31
418.00,10.00,14.74,0.25,0.08,2.38,2.45,1.00,-0.20,-54.12,-9.47,-21.60,-9.78,6.60,-47.73,-0.96
419.00,10.00,13.60,0.18,0.24,1.70,1.79,1.48,0.09,7.64,7.10,-42.15,-28.97,-6.72,101.23,-3.59
429.00,10.00,9.10,0.00,0.00,2.00,1.33,,-0.67,-85.00,,-95.00,-42.34,-0.84,-289.15,-13.99
435.00,9.00,15.97,0.18,0.05,1.72,1.62,1.43,0.69,-49.57,-4.98,35.78,-7.52,-3.08,355.77,-0.42
438.00,9.00,11.95,0.04,0.22,1.25,1.70,1.20,-1.20,53.90,-17.85,-38.72,-5.77,-11.80,-413.29,-10.38
444.00,9.00,20.47,0.04,0.12,2.07,2.18,2.00,-0.05,-6.97,26.91,-38.72,4.73,3.42,54.65,10.73
445.00,10.00,18.63,0.31,0.04,1.95,3.36,1.50,-0.50,-69.56,7.79,-3.98,16.68,-1.82,-201.83,8.02
446.00,9.00,13.16,0.08,0.15,1.25,1.00,1.57,-0.36,11.29,2.85,-17.43,-21.10,-11.80,-71.49,-7.38
447.00,9.00,27.58,0.00,0.00,2.00,1.00,,-3.00,-80.00,,-60.00,-21.10,2.12,-1145.74,28.35
448.00,10.00,18.81,0.00,0.29,2.75,2.14,1.00,-1.86,26.95,-9.47,-95.00,-18.79,13.84,-900.39,8.44
450.00,9.00,21.77,0.00,0.18,2.29,2.33,2.00,-0.88,29.55,26.91,-60.00,8.02,7.50,-283.08,13.96
451.00,10.00,17.28,0.00,0.00,1.57,3.67,1.00,-2.50,-85.00,-9.47,-95.00,25.69,-9.26,-1229.13,4.90
452.00,9.00,14.79,0.09,0.05,1.80,1.36,1.36,0.53,-49.57,-8.90,-12.11,-13.22,-1.59,290.66,-3.34
453.00,10.00,12.31,0.27,0.36,1.80,2.62,1.00,1.43,53.97,-9.47,-15.72,-4.84,-4.76,789.53,-6.57
454.00,9.00,11.70,0.10,0.10,2.80,4.50,2.00,-0.57,-19.14,26.91,-6.79,55.54,16.97,-156.94,-11.00
456.00,9.00,17.47,0.02,0.23,1.79,2.32,1.61,0.97,59.98,5.09,-49.36,7.80,-1.78,469.70,3.30
459.00,10.00,8.14,0.33,1.33,,1.33,,0.50,428.40,,1.89,-42.34,,311.83,-16.20
460.00,10.00,14.23,0.08,0.14,1.25,1.72,1.30,-0.02,-30.96,0.88,-71.52,-31.00,-15.53,44.73,-2.14
461.00,10.00,13.80,0.19,0.06,1.43,2.46,1.00,-0.58,-61.84,-9.47,-39.22,-9.49,-12.00,-242.92,-3.13
464.00,10.00,12.80,0.50,0.50,3.00,1.50,,2.50,108.01,,51.80,-37.39,18.74,1339.13,-5.44
465.00,10.00,2.20,0.00,0.00,,,,,-85.00,,-95.00,,,,-29.92
466.00,10.00,12.21,0.20,0.10,1.25,1.29,,-1.50,-46.40,,-36.28,-43.50,-15.53,-715.48,-6.80
467.00,10.00,16.37,0.50,0.28,2.31,2.81,1.33,-0.13,23.09,1.92,51.80,0.69,5.23,-11.78,2.80
474.00,10.00,16.44,0.61,0.68,2.31,3.74,1.33,1.00,177.49,1.92,84.10,27.73,5.23,568.65,2.96
479.00,10.00,14.51,0.37,0.21,1.45,2.35,1.67,0.42,-3.94,13.66,13.63,-12.68,-11.61,270.73,-1.49
480.00,10.00,13.85,0.12,0.12,1.62,1.90,1.00,-0.18,-38.67,-9.47,-59.76,-25.77,-8.28,-37.45,-3.02
