ID team,ID player,division,player_rating
131,7124.00,0,565.15
580,6523.00,0,564.99
49,7200.00,0,564.19
399,7045.00,0,564.02
49,208.00,0,564.00
131,858.00,0,563.84
506,858.00,0,563.84
573,10940.00,0,563.55
63,11529.00,0,562.71
56,995.00,0,562.55
447,4877.00,0,561.42
29,6062.00,0,560.93
452,6062.00,0,560.93
578,3582.00,0,559.65
556,4737.00,0,559.60
657,11616.00,0,559.06
49,8927.00,0,558.95
63,5794.00,0,558.59
333,4226.00,0,558.51
564,4226.00,0,558.51
556,442.00,0,557.45
239,7182.00,0,554.76
505,4072.00,0,554.34
659,10903.00,0,554.05
656,11597.00,0,553.97
1,7564.00,0,553.89
442,7861.00,0,553.20
614,11216.00,0,552.90
443,8867.00,0,551.89
580,967.00,0,551.47
555,5074.00,0,551.46
614,11215.00,0,551.06
505,855.00,0,550.99
564,813.00,0,550.11
333,5768.00,0,549.68
49,222.00,0,549.05
131,2300.00,0,548.66
506,2300.00,0,548.66
580,314.00,0,547.86
505,8933.00,0,547.80
442,3167.00,0,547.41
578,4395.00,0,546.63
614,11223.00,0,546.53
573,10416.00,0,546.50
506,7123.00,0,546.48
29,672.00,0,546.05
333,8097.00,0,545.67
49,921.00,0,545.60
659,11326.00,0,545.40
131,5792.00,0,543.94
506,5792.00,0,543.94
29,3216.00,0,543.92
452,3216.00,0,543.92
578,10371.00,0,542.58
573,10483.00,0,541.65
92,2068.00,0,541.12
63,8580.00,0,539.50
92,2072.00,0,539.39
92,2051.00,0,539.04
578,10177.00,0,538.80
92,3897.00,0,538.64
656,9171.00,0,536.39
56,1108.00,0,535.90
29,686.00,0,535.60
452,686.00,0,535.60
49,8081.00,0,535.56
506,2297.00,0,535.49
657,11615.00,0,535.37
17,7601.00,0,535.07
505,4643.00,0,534.79
447,7788.00,0,534.74
573,10473.00,0,534.70
56,981.00,0,534.50
29,4525.00,0,534.26
578,10366.00,0,534.26
452,3229.00,0,533.55
92,4227.00,0,533.26
580,10430.00,0,533.25
1,6080.00,0,532.18
49,919.00,0,531.51
447,2770.00,0,531.37
555,1008.00,0,531.31
49,3461.00,0,530.58
505,3470.00,0,529.84
63,5793.00,0,529.32
239,10344.00,0,528.96
556,543.00,0,528.25
46,3990.00,0,527.21
111,2426.00,0,527.18
131,5096.00,0,527.15
506,5096.00,0,527.15
442,11406.00,0,527.11
399,6614.00,0,527.00
63,712.00,0,526.22
111,689.00,0,525.60
555,9866.00,0,525.35
505,7999.00,0,525.24
443,5133.00,0,524.78
580,6686.00,0,524.29
49,202.00,0,522.39
4,5108.00,0,522.21
573,10468.00,0,521.85
443,4985.00,0,520.99
555,4398.00,0,519.72
49,3458.00,0,519.59
1,1576.00,0,519.03
239,1576.00,0,519.03
656,10652.00,0,518.97
399,6300.00,0,518.28
333,5071.00,0,518.21
505,8270.00,0,517.92
556,107.00,0,517.86
92,2057.00,0,517.64
239,8659.00,0,517.16
4,124.00,0,516.51
443,8479.00,0,516.40
56,2896.00,0,516.27
56,8761.00,0,516.07
614,11218.00,0,515.30
443,5123.00,0,515.15
656,10650.00,0,514.79
56,1366.00,0,514.68
578,10365.00,0,514.58
333,551.00,0,514.41
29,684.00,0,514.25
452,684.00,0,514.25
506,648.00,0,514.04
56,841.00,0,513.80
564,399.00,0,513.66
399,7039.00,0,513.61
555,5077.00,0,512.96
111,951.00,0,512.37
505,6502.00,0,512.35
111,7762.00,0,511.86
15,1308.00,0,511.55
580,801.00,0,511.35
17,2224.00,0,509.59
452,2447.00,0,509.39
239,306.00,0,509.30
564,4389.00,0,507.93
49,277.00,0,507.68
17,412.00,0,507.51
399,8012.00,0,507.20
447,8762.00,0,506.45
333,3276.00,0,505.79
111,53.00,0,505.59
239,419.00,0,504.93
580,5751.00,0,504.35
580,5751.00,0,504.35
580,3489.00,0,503.69
131,4607.00,0,503.55
578,4955.00,0,503.15
580,10432.00,0,502.18
131,544.00,0,501.32
580,7223.00,0,501.06
46,10808.00,0,500.35
111,1001.00,0,500.00
452,685.00,0,499.65
555,3949.00,0,499.26
46,5075.00,0,497.40
442,3155.00,0,497.06
63,2319.00,0,496.65
442,8368.00,0,496.16
442,7865.00,0,496.00
506,2814.00,0,495.85
580,6677.00,0,495.83
506,191.00,0,495.54
659,11315.00,0,494.11
46,1570.00,0,493.15
63,7199.00,0,493.01
505,9298.00,0,492.38
214,2765.00,0,492.18
580,10428.00,0,492.09
399,5761.00,0,491.00
443,5607.00,0,491.00
131,2921.00,0,490.25
506,2921.00,0,490.25
17,1619.00,0,490.10
17,1619.00,0,490.10
111,785.00,0,488.90
46,5868.00,0,488.89
92,5868.00,0,488.89
659,10901.00,0,488.53
442,3138.00,0,488.35
4,1376.00,0,487.85
442,7860.00,0,487.58
49,203.00,0,487.34
15,8737.00,0,486.19
580,937.00,0,485.74
49,1013.00,0,485.21
659,10906.00,0,484.81
131,2303.00,0,484.20
555,9870.00,0,483.73
17,3076.00,0,483.68
555,3076.00,0,483.68
564,174.00,0,483.24
131,2223.00,0,482.96
506,2223.00,0,482.96
447,2281.00,0,482.76
56,7184.00,0,482.60
564,2890.00,0,481.70
442,3234.00,0,480.98
15,121.00,0,480.74
556,418.00,0,480.42
333,568.00,0,479.17
442,5697.00,0,478.92
443,4205.00,0,478.80
111,274.00,0,478.57
46,7238.00,0,478.33
505,1371.00,0,477.66
564,3239.00,0,477.56
447,8037.00,0,474.56
333,4397.00,0,474.29
657,11624.00,0,474.29
657,11623.00,0,474.29
659,11325.00,0,474.29
46,8941.00,0,474.25
505,4422.00,0,473.43
442,8575.00,0,472.64
111,2304.00,0,472.52
4,5072.00,0,472.10
556,9847.00,0,471.45
4,4900.00,0,470.76
659,11331.00,0,470.65
447,6487.00,0,470.48
447,5696.00,0,469.36
442,6089.00,0,468.83
505,6891.00,0,468.37
131,8101.00,0,467.68
506,8101.00,0,467.68
555,3684.00,0,467.50
56,7179.00,0,463.19
447,2204.00,0,463.06
239,4631.00,0,461.92
447,8753.00,0,458.86
56,10305.00,0,457.02
505,5762.00,0,456.88
505,492.00,0,456.59
564,2209.00,0,455.49
556,1488.00,0,454.91
556,1018.00,0,454.08
92,4936.00,0,453.44
239,10202.00,0,453.01
555,898.00,0,452.94
214,11794.00,0,451.95
556,1027.00,0,451.05
556,9845.00,0,450.73
92,2052.00,0,450.43
92,4941.00,0,448.90
131,1226.00,0,445.96
659,10897.00,0,445.89
447,5081.00,0,445.77
1,1.00,0,444.42
614,11226.00,0,441.71
556,5151.00,0,439.80
92,4651.00,0,437.05
46,636.00,0,436.15
555,9871.00,0,433.67
447,10142.00,0,433.02
46,302.00,0,429.53
657,11621.00,0,429.51
659,11328.00,0,429.46
659,11327.00,0,428.53
657,11618.00,0,425.10
556,429.00,0,424.81
4,1000.00,0,422.14
447,5082.00,0,419.66
399,7046.00,0,419.25
4,5084.00,0,417.12
447,11438.00,0,416.77
56,10306.00,0,416.20
4,6227.00,0,414.24
399,7044.00,0,413.24
659,11329.00,0,412.47
655,11596.00,0,411.97
46,863.00,0,408.92
659,11332.00,0,407.88
4,5070.00,0,407.36
614,11219.00,0,406.81
614,11217.00,0,406.71
399,7040.00,0,406.49
1,607.00,0,404.95
657,11622.00,0,403.91
4,5113.00,0,401.30
92,5111.00,0,399.17
659,10004.00,0,398.72
556,1024.00,0,398.10
333,4380.00,0,396.89
4,807.00,0,394.63
556,1021.00,0,392.17
447,4677.00,0,391.83
447,2270.00,0,391.39
564,405.00,0,390.18
4,10397.00,0,387.41
333,397.00,0,385.55
214,11809.00,0,384.70
564,4546.00,0,382.49
614,11222.00,0,378.96
614,11221.00,0,375.94
655,11592.00,0,375.88
655,11594.00,0,374.52
655,8966.00,0,373.29
46,3213.00,0,362.02
1,2346.00,0,359.24
442,3211.00,0,351.35
399,5600.00,0,350.14
657,11620.00,0,336.79
657,11619.00,0,333.66
655,11591.00,0,330.74
655,6403.00,0,324.04
447,6499.00,0,322.09
655,10756.00,0,299.83
655,11595.00,0,290.54
655,8976.00,0,275.60
657,11613.00,0,272.41
655,10758.00,0,258.65
655,11593.00,0,243.75
655,8978.00,0,227.19
655,11589.00,0,214.09
655,11590.00,0,194.16
655,10754.00,0,29.76
46,11434.00,0,
214,2344.00,0,
614,11213.00,0,
655,11588.00,0,
656,10768.00,0,
657,11625.00,0,
659,9718.00,0,
660,10769.00,0,
438,4379.00,1,694.52
493,8746.00,1,626.24
438,2360.00,1,623.94
408,7907.00,1,593.16
579,4951.00,1,570.52
191,4568.00,1,569.60
438,2988.00,1,567.76
393,10178.00,1,554.48
494,5886.00,1,548.67
493,4555.00,1,548.37
191,6987.00,1,545.67
191,6665.00,1,543.31
496,6039.00,1,537.32
187,474.00,1,524.01
393,8010.00,1,523.15
493,2769.00,1,520.46
109,7828.00,1,515.00
410,7828.00,1,515.00
31,1116.00,1,512.44
211,3137.00,1,510.52
408,10340.00,1,508.34
191,10708.00,1,505.83
438,10199.00,1,504.95
109,8025.00,1,504.84
408,4933.00,1,502.15
450,4933.00,1,502.15
494,5892.00,1,501.51
497,3452.00,1,500.38
48,362.00,1,498.73
579,11464.00,1,496.57
579,10381.00,1,496.18
438,8688.00,1,496.11
496,7919.00,1,495.94
48,589.00,1,495.92
438,4384.00,1,493.43
393,256.00,1,490.62
187,10.00,1,487.75
187,10.00,1,487.75
187,3068.00,1,486.78
494,4396.00,1,484.22
393,139.00,1,483.37
191,982.00,1,482.00
35,988.00,1,481.50
494,8344.00,1,481.33
396,6488.00,1,481.15
494,715.00,1,479.74
379,7719.00,1,478.42
496,7924.00,1,477.85
12,8752.00,1,477.76
494,8752.00,1,477.76
497,763.00,1,477.26
211,2227.00,1,477.12
191,6990.00,1,476.92
187,148.00,1,475.84
35,2334.00,1,474.25
497,2334.00,1,474.25
109,4543.00,1,473.34
191,6599.00,1,472.75
138,6513.00,1,471.90
494,7857.00,1,471.72
138,7807.00,1,471.56
109,7980.00,1,471.20
408,1240.00,1,468.94
211,2458.00,1,468.25
579,5441.00,1,467.01
35,5124.00,1,466.56
438,5124.00,1,466.56
494,262.00,1,466.33
138,5276.00,1,465.05
579,5464.00,1,464.50
138,6514.00,1,463.64
211,7196.00,1,463.63
579,6122.00,1,463.20
191,6666.00,1,463.12
31,995.00,1,462.55
187,8311.00,1,461.98
48,2357.00,1,461.82
393,10175.00,1,461.55
187,328.00,1,461.42
496,4877.00,1,461.42
440,354.00,1,461.32
408,646.00,1,461.30
187,6606.00,1,460.70
208,6501.00,1,460.44
187,126.00,1,460.07
211,6943.00,1,460.04
440,4321.00,1,458.45
208,4257.00,1,456.70
211,1562.00,1,456.44
35,1304.00,1,456.40
496,5622.00,1,455.81
396,6490.00,1,455.26
393,5132.00,1,455.25
438,116.00,1,454.35
579,6719.00,1,454.15
610,7564.00,1,453.89
497,756.00,1,453.08
494,407.00,1,453.06
408,733.00,1,452.89
191,6986.00,1,452.69
191,7073.00,1,452.27
12,6219.00,1,451.95
35,6219.00,1,451.95
496,4432.00,1,451.57
35,986.00,1,450.58
496,5750.00,1,449.71
496,4492.00,1,446.91
35,765.00,1,446.86
438,765.00,1,446.86
187,3955.00,1,446.74
211,2290.00,1,446.65
393,6860.00,1,446.06
211,2444.00,1,445.73
211,1100.00,1,444.70
494,963.00,1,444.51
497,8107.00,1,444.41
109,4246.00,1,443.65
191,7836.00,1,443.61
408,7909.00,1,443.27
187,727.00,1,442.59
440,9646.00,1,441.99
187,3965.00,1,441.74
379,244.00,1,440.55
31,6141.00,1,440.53
579,10177.00,1,438.80
187,4670.00,1,437.78
494,2760.00,1,437.01
438,7553.00,1,435.15
440,490.00,1,434.50
408,7706.00,1,433.95
438,4329.00,1,433.39
579,10369.00,1,433.30
187,4375.00,1,433.26
187,181.00,1,431.84
379,4895.00,1,430.96
53,6764.00,1,430.65
408,8014.00,1,430.64
31,696.00,1,430.30
53,4425.00,1,429.96
496,7920.00,1,429.90
208,527.00,1,428.97
497,990.00,1,428.95
138,5387.00,1,428.88
493,3717.00,1,428.80
187,543.00,1,428.25
440,830.00,1,428.17
410,3990.00,1,427.21
211,2426.00,1,427.18
48,508.00,1,427.01
408,6476.00,1,426.92
379,5148.00,1,426.89
493,2477.00,1,426.81
393,10176.00,1,426.58
379,8445.00,1,426.16
187,3936.00,1,425.92
31,6033.00,1,424.99
12,4336.00,1,423.60
579,10377.00,1,423.55
31,2894.00,1,423.51
31,4489.00,1,423.49
496,6083.00,1,422.24
35,3458.00,1,419.59
187,3441.00,1,419.45
408,960.00,1,419.15
440,5821.00,1,417.98
494,3231.00,1,417.62
579,10383.00,1,417.33
393,124.00,1,416.51
53,168.00,1,415.58
138,5123.00,1,415.15
493,1494.00,1,414.77
12,10230.00,1,414.60
610,10230.00,1,414.60
493,6519.00,1,414.28
579,6519.00,1,414.28
379,7215.00,1,414.10
31,648.00,1,414.04
408,7039.00,1,413.61
393,731.00,1,413.43
35,10388.00,1,412.66
450,8069.00,1,412.26
187,7762.00,1,411.86
379,4509.00,1,411.57
494,9538.00,1,410.94
48,7213.00,1,410.78
450,467.00,1,410.54
396,7165.00,1,410.42
211,2481.00,1,409.39
393,5141.00,1,408.72
408,655.00,1,408.09
211,7720.00,1,407.98
53,159.00,1,407.67
379,4715.00,1,407.12
450,8061.00,1,405.92
396,7163.00,1,405.45
53,977.00,1,405.07
496,7918.00,1,404.75
35,184.00,1,404.67
138,6888.00,1,404.00
393,190.00,1,403.75
187,175.00,1,403.27
496,6038.00,1,402.23
396,6489.00,1,401.99
208,4282.00,1,401.87
109,6896.00,1,399.11
410,628.00,1,398.48
410,7829.00,1,398.00
48,2056.00,1,397.60
379,4510.00,1,397.41
31,482.00,1,396.83
48,114.00,1,396.72
48,209.00,1,396.61
410,7827.00,1,396.24
379,681.00,1,395.56
497,378.00,1,395.11
396,11560.00,1,394.86
494,6044.00,1,394.68
211,5153.00,1,394.01
53,170.00,1,393.86
53,1311.00,1,392.80
53,4654.00,1,391.83
48,8364.00,1,390.20
393,1504.00,1,389.92
497,366.00,1,389.66
610,2342.00,1,389.47
31,187.00,1,389.46
12,6538.00,1,389.12
35,6538.00,1,389.12
440,4288.00,1,387.86
208,305.00,1,387.33
53,158.00,1,387.04
31,22.00,1,386.96
440,5195.00,1,386.61
497,2766.00,1,386.13
410,6975.00,1,385.10
379,11355.00,1,384.46
493,4264.00,1,382.56
35,1493.00,1,382.40
31,281.00,1,381.54
48,121.00,1,380.74
138,1297.00,1,380.13
379,71.00,1,380.05
208,879.00,1,379.05
396,6205.00,1,378.95
396,4205.00,1,378.80
211,274.00,1,378.57
440,6608.00,1,378.31
410,618.00,1,377.35
579,360.00,1,376.81
410,6976.00,1,376.35
393,142.00,1,375.14
109,4346.00,1,374.97
31,4880.00,1,374.33
497,8936.00,1,373.31
579,10379.00,1,372.14
396,8085.00,1,371.51
410,3273.00,1,371.05
208,5806.00,1,370.43
53,151.00,1,370.32
208,5656.00,1,368.96
497,4541.00,1,367.78
48,6524.00,1,367.55
494,3958.00,1,366.45
440,123.00,1,366.05
450,445.00,1,365.04
379,3083.00,1,364.94
48,115.00,1,364.39
493,6146.00,1,364.17
579,6146.00,1,364.17
496,251.00,1,364.16
450,450.00,1,363.27
493,4267.00,1,361.05
208,5804.00,1,360.68
53,156.00,1,360.48
393,738.00,1,360.16
450,5530.00,1,359.24
440,10302.00,1,358.50
208,2913.00,1,358.13
12,2209.00,1,355.49
53,150.00,1,355.40
379,6548.00,1,353.96
610,4653.00,1,353.84
410,6720.00,1,353.76
31,1229.00,1,353.39
410,4327.00,1,350.63
610,8262.00,1,349.53
53,6214.00,1,349.43
497,5243.00,1,347.82
493,8743.00,1,347.70
410,7831.00,1,344.88
450,6835.00,1,342.09
410,6977.00,1,341.66
450,8066.00,1,339.16
410,6972.00,1,338.92
12,2862.00,1,336.96
138,1017.00,1,335.84
410,7826.00,1,333.73
12,5021.00,1,328.91
610,5021.00,1,328.91
396,7169.00,1,324.66
396,8087.00,1,324.45
379,4515.00,1,324.10
396,6426.00,1,323.41
208,5222.00,1,323.32
12,2450.00,1,322.71
396,7171.00,1,322.33
396,7164.00,1,319.65
610,5084.00,1,317.12
393,2359.00,1,313.82
109,7678.00,1,313.77
450,8064.00,1,312.49
53,9656.00,1,312.35
12,4222.00,1,310.90
450,6651.00,1,300.19
396,7173.00,1,299.57
138,1066.00,1,296.77
396,7159.00,1,294.80
396,7167.00,1,293.09
410,7830.00,1,291.18
494,397.00,1,285.55
53,5688.00,1,285.42
450,8067.00,1,282.54
610,4546.00,1,282.49
410,6424.00,1,264.33
450,6668.00,1,247.26
610,2367.00,1,193.26
438,2121.00,1,
494,2963.00,1,
610,11186.00,1,
402,6050.00,2,641.66
44,1936.00,2,503.34
662,2351.00,2,487.81
662,2362.00,2,486.04
329,8679.00,2,474.97
24,10187.00,2,461.18
402,10187.00,2,461.18
567,10217.00,2,445.46
441,6039.00,2,437.32
662,10943.00,2,424.50
402,6049.00,2,424.45
329,825.00,2,424.15
404,825.00,2,424.15
498,474.00,2,424.01
23,11561.00,2,417.82
490,7897.00,2,417.46
567,10212.00,2,411.82
329,11664.00,2,409.92
44,2452.00,2,409.55
662,8642.00,2,409.31
498,11407.00,2,407.25
567,11641.00,2,405.05
207,2248.00,2,403.20
662,8820.00,2,399.15
441,7919.00,2,395.94
492,5601.00,2,395.66
24,2502.00,2,394.61
402,2502.00,2,394.61
24,10184.00,2,390.13
335,10184.00,2,390.13
44,4561.00,2,385.55
492,5612.00,2,384.47
23,4184.00,2,384.37
567,10218.00,2,383.89
336,740.00,2,383.40
44,11441.00,2,382.60
662,10232.00,2,379.64
662,5037.00,2,379.52
441,7923.00,2,377.70
335,7794.00,2,377.43
498,148.00,2,375.84
402,8020.00,2,372.75
64,1421.00,2,370.72
662,11410.00,2,370.62
490,375.00,2,370.35
662,5467.00,2,370.02
662,11632.00,2,369.87
403,4577.00,2,369.04
23,5134.00,2,368.35
329,3950.00,2,367.73
329,6093.00,2,367.40
23,2824.00,2,367.16
662,4569.00,2,365.12
402,5276.00,2,365.05
44,4167.00,2,364.06
64,1472.00,2,363.19
336,1472.00,2,363.19
409,1472.00,2,363.19
498,8311.00,2,361.98
498,6606.00,2,360.70
329,4978.00,2,360.67
567,2438.00,2,360.15
409,6615.00,2,359.32
44,7157.00,2,356.70
200,4257.00,2,356.70
441,5622.00,2,355.81
336,5719.00,2,354.64
409,5719.00,2,354.64
409,9030.00,2,354.64
662,6090.00,2,354.42
403,116.00,2,354.35
567,11643.00,2,353.86
23,5525.00,2,353.06
498,748.00,2,353.02
22,1338.00,2,352.97
23,8867.00,2,351.89
441,4432.00,2,351.57
64,5820.00,2,350.87
22,2474.00,2,350.82
44,6289.00,2,350.17
441,5750.00,2,349.71
403,815.00,2,349.63
329,7118.00,2,349.38
336,7118.00,2,349.38
24,4372.00,2,348.90
24,4372.00,2,348.90
335,1478.00,2,348.84
24,4492.00,2,346.91
441,4492.00,2,346.91
498,3955.00,2,346.74
23,2559.00,2,343.50
492,2454.00,2,343.26
490,10131.00,2,343.03
498,727.00,2,342.59
403,535.00,2,342.51
498,3965.00,2,341.74
402,8.00,2,341.55
44,6602.00,2,340.78
409,1557.00,2,339.60
64,8580.00,2,339.50
207,5686.00,2,338.43
498,524.00,2,337.33
567,10222.00,2,337.15
403,526.00,2,337.14
329,10525.00,2,336.84
403,522.00,2,336.54
24,5621.00,2,336.36
402,4307.00,2,336.21
402,288.00,2,332.45
200,4562.00,2,331.84
567,10215.00,2,331.54
22,531.00,2,330.68
207,1370.00,2,330.64
24,7920.00,2,329.90
441,7920.00,2,329.90
329,6304.00,2,329.88
336,6304.00,2,329.88
498,3717.00,2,328.80
404,830.00,2,328.17
22,4435.00,2,328.05
64,7222.00,2,328.05
335,6217.00,2,327.26
402,11405.00,2,326.52
329,7994.00,2,326.47
24,2309.00,2,326.25
498,3936.00,2,325.92
402,7220.00,2,324.57
24,1095.00,2,323.91
404,4634.00,2,322.83
441,6083.00,2,322.24
492,1481.00,2,321.16
44,7726.00,2,321.07
490,8938.00,2,320.53
498,3441.00,2,319.45
23,185.00,2,318.89
200,7569.00,2,316.40
22,8482.00,2,315.84
329,7116.00,2,315.63
336,7116.00,2,315.63
498,168.00,2,315.58
409,8956.00,2,314.93
490,10126.00,2,314.75
24,10230.00,2,314.60
662,6519.00,2,314.28
329,7215.00,2,314.10
490,7215.00,2,314.10
567,11637.00,2,312.74
335,3134.00,2,312.22
441,7921.00,2,311.00
402,1165.00,2,310.92
44,592.00,2,310.49
335,5731.00,2,310.24
23,1550.00,2,309.99
22,1341.00,2,309.47
207,4584.00,2,307.99
336,7604.00,2,307.85
409,7604.00,2,307.85
498,977.00,2,305.07
24,3954.00,2,304.79
441,7918.00,2,304.75
64,2915.00,2,304.74
23,4228.00,2,304.36
490,8670.00,2,304.28
44,6888.00,2,304.00
490,51.00,2,303.81
490,5670.00,2,303.50
200,5237.00,2,303.10
335,4232.00,2,302.81
23,934.00,2,302.62
441,6038.00,2,302.23
336,5711.00,2,301.96
409,5711.00,2,301.96
403,812.00,2,301.80
23,2203.00,2,301.70
490,5669.00,2,301.46
404,10120.00,2,300.40
441,2843.00,2,300.04
64,8074.00,2,299.64
441,235.00,2,299.42
492,8038.00,2,298.06
404,9673.00,2,297.60
22,110.00,2,297.16
336,7088.00,2,296.30
409,7025.00,2,296.20
22,6272.00,2,296.10
200,4258.00,2,295.85
44,9320.00,2,295.67
498,191.00,2,295.54
23,5136.00,2,294.26
207,381.00,2,294.08
22,6709.00,2,293.50
403,1311.00,2,292.80
22,8914.00,2,292.64
402,5599.00,2,291.92
200,4261.00,2,290.11
24,10186.00,2,289.89
200,6899.00,2,289.69
44,3587.00,2,289.68
335,5740.00,2,287.99
567,11640.00,2,287.20
335,10069.00,2,286.95
441,6041.00,2,286.82
44,7114.00,2,286.08
23,2917.00,2,285.55
200,2917.00,2,285.55
441,1093.00,2,285.13
335,5760.00,2,284.08
207,4581.00,2,283.88
662,557.00,2,283.80
24,6199.00,2,281.97
441,1086.00,2,281.59
490,71.00,2,280.05
335,7629.00,2,279.26
207,879.00,2,279.05
44,2291.00,2,278.24
200,7568.00,2,276.94
207,4166.00,2,276.65
490,1515.00,2,276.64
23,2155.00,2,274.59
336,6299.00,2,274.58
403,215.00,2,274.33
329,9334.00,2,272.92
335,2225.00,2,272.80
441,228.00,2,272.28
402,6280.00,2,271.50
490,6951.00,2,270.20
336,5718.00,2,270.00
335,5643.00,2,269.82
329,9454.00,2,269.60
404,6850.00,2,269.31
567,8674.00,2,268.87
662,11443.00,2,268.49
22,6087.00,2,267.00
335,6265.00,2,265.65
336,859.00,2,265.30
409,859.00,2,265.30
64,1455.00,2,264.50
200,6146.00,2,264.17
64,5023.00,2,264.11
207,8098.00,2,263.65
409,4552.00,2,263.13
207,5804.00,2,260.68
336,7117.00,2,259.39
207,822.00,2,258.77
22,1521.00,2,258.35
404,8658.00,2,257.22
404,7567.00,2,255.35
200,4260.00,2,252.45
24,747.00,2,251.57
336,5706.00,2,251.54
24,10185.00,2,250.65
207,654.00,2,248.26
403,4218.00,2,246.70
200,7831.00,2,244.88
404,10117.00,2,244.88
404,6598.00,2,243.52
207,842.00,2,242.75
200,5775.00,2,242.37
64,8075.00,2,241.97
441,1087.00,2,241.81
409,751.00,2,241.36
200,1204.00,2,239.46
441,1090.00,2,237.92
404,10119.00,2,236.66
64,1033.00,2,234.02
409,2958.00,2,228.17
207,5222.00,2,223.32
335,7190.00,2,221.14
24,519.00,2,220.99
403,7587.00,2,201.25
492,5162.00,2,200.97
492,1440.00,2,198.90
329,11666.00,2,197.16
200,7830.00,2,191.18
403,3377.00,2,188.33
403,4484.00,2,178.57
409,6549.00,2,171.08
200,3956.00,2,168.40
24,246.00,2,166.87
403,8565.00,2,155.06
403,6285.00,2,115.11
492,11631.00,2,58.80
492,2776.00,2,57.62
329,3176.00,2,
489,10300.00,3,426.96
332,8699.00,3,407.08
489,8728.00,3,400.25
205,2351.00,3,387.81
489,10301.00,3,382.53
